59;I;UNIVERSITÀ DEGLI STUDI DI PARMA;I PARMA01;ITALIA;;2;;;2;2;
60;I;UNIVERSITÀ DEGLI STUDI DI PERUGIA;I PERUGIA01;ITALIA;;2;;;;;
61;I;UNIVERSITÀ DEGLI STUDI DI ROMA `TOR VERGATA`;I ROMA02;ITALIA;3;;;;2;;
62;I;UNIVERSITÀ DEGLI STUDI DI SALERNO;I SALERNO01;ITALIA;;;2;;;; 
63;I;UNIVERSITÀ DEGLI STUDI DI SIENA;I SIENA01;ITALIA;4;;;;;;
64;I;POLITECNICO DI TORINO;I TORINO02;ITALIA;;;2;;2;;
65;I;TECHNOLOGICAL UNIVERSITY DUBLIN;IRL DUBLIN44;IRLANDA;;4;;;;;
66;I;HØGSKULEN  PÅ VESTLANDET (HVL)-Antigua Hogskolen i Bergen;N BERGEN14;NORUEGA;;2;;;;;
67;I;UNIVERSITET I STAVANGER;N STAVANG01;NORUEGA;1;;;;;; 
68;I;UNIVERSITETET I TROMSØ;N TROMSO01;NORUEGA;1;;;;;;
69;I;NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU;N TRONDHE01;NORUEGA;;2;2;;;;
70;I;TECHNISCHE UNIVERSITEIT EINDHOVEN;NL EINDHOV17;HOLANDA;;;2;;;;
71;I;UNIVERSIDADE DO LISBOA;P LISBOA109;PORTUGAL;;;2;;;;
72;I;UNIVERSIDADE DO PORTO;P PORTO02;PORTUGAL;2;;;;2;2;
73;I;UNIWERSYTET TECHNOLOGICZNO PRZYRODINICZY;PL BYDGOSZ02;POLONIA;2;;;;;;
74;I;POLITECHNIKA GDANSKA;PL GDANSK02;POLONIA;2;;;2;2;2;
75;I;AKADEMIA GÓRNICZO-HUTNICZA;PL KRAKOW02;POLONIA;2;;;;2;;
76;I;POLITECHNIKA LODZKA;PL LODZ02;POLONIA;2;;;2;2;2;
77;I;POLITECHNIKA WARSZAWSKA;PL WARSZAW02;POLONIA;2;;;;;;
78;I;WOJSKOWA AKADEMIA TECHNICZNA;PL WARSZAW33;POLONIA;2;;;;;;
79;I;"UNIVERSITATEA TEHNICA ""GHEORGHE ASACHI"" DIN IASI";RO IASI05;RUMANIA;3;;;;;;
80;I;UNIVERSITATEA DIN ORADEA;RO ORADEA01;RUMANIA;4;;;;2;2;
81;I;UNIVERSITY OF NIS;RS NIS01;SERBIA;2;;;2;2;2;
82;I;HÖGSKOLAN I GÄVLE;S GAVLE01;SUECIA;;;1;;;;
83;I;KUNGL TEKNISKA HÖGSKOLAN;S STOCKHO04;SUECIA;;;2;;;;
84;I;AALTO-YLIOPISTO (AALTO-KORKEAKOULUSÄÄTIÖ);SF ESPOO12;FINLANDIA;;2;2;;;;
85;I;OULUN YLIOPISTO;SF OULU01;FINLANDIA;;;2;;;;
86;I;TURUN AMMATTIKORKEAKOULU (TUAS) - ÅBO YRKESHÖGSKOLA;SF TURKU05;FINLANDIA;2;;;;;;
87;I;UNIVERZA V LJUBLJANI;SI LJUBLJA01;ESLOVENIA;2;;;2;2;;
88;I;UNIVERZA V MARIBORU;SI MARIBOR01;ESLOVENIA;;2;;2;3;;
89;I;TECHNICKÁ UNIVERZITA V KOSICIACH;SK KOSICE03;ESLOVAQUIA;2;;;2;2;2; 
90;I;ZILINSKÁ UNIVERZITA V ZILINE;SK ZILINA01;ESLOVAQUIA;2;;;;;;
91;I;UNIWERSYTET WROCLAWSKI;PL WROCLAW01;POLONIA; ;;2;;;2;
;;;;;;;;;;;
;;TOTAL GITST/MASTER;125;;;;;;;;
;;TOTAL SOLO GRADO;33;;;;;;;;
;;TOTAL SOLO MASTER;48;;;;;;;;
;;TOTAL GTDM;34;;;;;;;;
;;TOTAL GIF;49;;;;;;;;
;;TOTAL GMAT;30;;;;;;;;
;;PLAZAS TOTALES;319;;;;;;;;
